experiment	item	condition	bracketing	order	text	participant	playlist	order	trialN	recordedFile	
suborq	5	3	2	r	She read in the minutes that Marion, or Jeremy and Lillian have to go. But it actually says that Marion, or Benjamin and Lillian have to go?	1141	1	3	3	suborq_1141_5_2.wav	
suborq	8	4	3	l	He said that Sally and Logan, or Molly were nominated for the prize. But the newspaper says that  Marjorie and Logan, or Molly were nominated?	1141	1	4	4	suborq_1141_8_3.wav	
suborq	2	1	1	l	I thought they said Marion or Marvin, and Sarah arrived. But you say that Marion or Marvin, and Nolan arrived?	1141	1	5	5	suborq_1141_2_1.wav	
suborq	7	4	4	r	He said that Sally was nominated for the prize. But the newspaper says that Marjorie, and Logan or Molly were nominated?	1141	1	6	6	suborq_1141_7_4.wav	
suborq	4	2	3	l	You said that Megan and Lauren, or Dillon would help. But now it turns out that Morgan and Lauren, or Morgan would help?	1141	1	7	7	suborq_1141_4_3.wav	
suborq	1	1	2	r	I thought they said Marion, or Sarah and Nolan arrived. But you say that Marion, or Marvin and Nolan arrived?	1141	1	8	8	suborq_1141_1_2.wav	
suborq	3	2	1	r	You said that Megan, and Lauren or Dillon would help. But now it turns out that Megan, and Lauren or Morgan would help?	1141	1	9	9	suborq_1141_3_1.wav	
suborq	6	3	2	l	She read in the minutes that Marion or Jeremy, and Lillian have to go. But it actually says that Marion or Benjamin, and Lillian have to go?	1141	1	10	10	suborq_1141_6_2.wav	
suborq	5	3	3	r	She read in the minutes that Jeremy, or Benjamin and Lillian have to go. But it actually says that Marion, or Benjamin and Lillian have to go?	1141	1	11	11	suborq_1141_5_3.wav	
suborq	8	4	4	l	He said that Sally was nominated for the prize. But the newspaper says that  Marjorie and Logan, or Molly were nominated?	1141	1	12	12	suborq_1141_8_4.wav	
suborq	1	1	3	r	I thought they said Sarah, or Marvin and Nolan arrived. But you say that Marion, or Marvin and Nolan arrived?	1141	1	13	13	suborq_1141_1_3.wav	
suborq	4	2	4	l	You said that Dillon would help. But now it turns out that Megan and Lauren, or Morgan would help?	1141	1	14	14	suborq_1141_4_4.wav	
suborq	7	4	1	r	He said that Marjorie, and Logan or Sally were nominated for the prize. But the newspaper says that Marjorie, and Logan or Molly were nominated?	1141	1	15	15	suborq_1141_7_1.wav	
suborq	2	1	2	l	I thought they said Marion or Sarah, and Nolan arrived. But you say that Marion or Marvin, and Nolan arrived?	1141	1	16	16	suborq_1141_2_2.wav	
suborq	6	3	4	l	She read in the minutes that Jeremy has to go. But it actually says that Marion or Benjamin, and Lillian have to go?	1141	1	17	17	suborq_1141_6_4.wav	
suborq	7	4	3	r	He said that Sally, and Logan or Molly were nominated for the prize. But the newspaper says that Marjorie, and Logan or Molly were nominated?	1141	1	18	18	suborq_1141_7_3.wav	
suborq	1	1	1	r	I thought they said Marion, or Marvin and Sarah arrived. But you say that Marion, or Marvin and Nolan arrived?	1141	1	19	19	suborq_1141_1_1.wav	
suborq	8	4	2	l	He said that Marjorie and Sally, or Molly were nominated for the prize. But the newspaper says that  Marjorie and Logan, or Molly were nominated?	1141	1	20	20	suborq_1141_8_2.wav	
suborq	5	3	1	r	She read in the minutes that Marion, or Benjamin and Jeremy have to go. But it actually says that Marion, or Benjamin and Lillian have to go?	1141	1	21	21	suborq_1141_5_1.wav	
suborq	2	1	4	l	I thought they said Sarah arrived. But you say that Marion or Marvin, and Nolan arrived?	1141	1	22	22	suborq_1141_2_4.wav	
suborq	3	2	3	r	You said that Dillon, and Lauren or Morgan would help. But now it turns out that Megan, and Lauren or Morgan would help?	1141	1	23	23	suborq_1141_3_3.wav	
suborq	4	2	2	l	You said that Megan and Dillon, or Morgan would help.  But now it turns out that Megan and Lauren, or Morgan would help?	1141	1	24	24	suborq_1141_4_2.wav	
suborq	6	3	3	l	She read in the minutes that Jeremy or Benjamin, and Lillian have to go. But it actually says that Marion or Benjamin, and Lillian have to go?	1141	1	25	25	suborq_1141_6_3.wav	
suborq	7	4	2	r	He said that Marjorie, and Sally or Molly were nominated for the prize. But the newspaper says that Marjorie, and Logan or Molly were nominated?	1141	1	26	26	suborq_1141_7_2.wav	
suborq	8	4	1	l	He said that Marjorie and Logan, or Sally were nominated for the prize. But the newspaper says that  Marjorie and Logan, or Molly were nominated?	1141	1	27	27	suborq_1141_8_1.wav	
suborq	1	1	4	r	I thought they said Sarah arrived. But you say that Marion, or Marvin and Nolan arrived?	1141	1	28	28	suborq_1141_1_4.wav	
suborq	2	1	3	l	I thought they said Sarah or Marvin, and Nolan arrived. But you say that Marion or Marvin, and Nolan arrived?	1141	1	29	29	suborq_1141_2_3.wav	
suborq	3	2	2	r	You said that Megan, and Dillon or Morgan would help. But now it turns out that Megan, and Lauren or Morgan would help?	1141	1	30	30	suborq_1141_3_2.wav	
suborq	4	2	1	l	You said that Dillon and Lauren, or Morgan would help. But now it turns out that Megan and Lauren, or Morgan would help?	1141	1	31	31	suborq_1141_4_1.wav	
suborq	5	3	4	r	She read in the minutes that Jeremy has to go. But it actually says that Marion, or Benjamin and Lillian have to go?	1141	1	32	32	suborq_1141_5_4.wav	
suborq	5	3	2	r	She read in the minutes that Marion, or Jeremy and Lillian have to go. But it actually says that Marion, or Benjamin and Lillian have to go?	1257	1	1	1	suborq_1257_5_2.wav	
suborq	8	4	3	l	He said that Sally and Logan, or Molly were nominated for the prize. But the newspaper says that  Marjorie and Logan, or Molly were nominated?	1257	1	2	2	suborq_1257_8_3.wav	
suborq	6	3	1	l	She read in the minutes that Marion or Benjamin, and Jeremy have to go. But it actually says that Marion or Benjamin, and Lillian have to go?	1257	1	3	3	suborq_1257_6_1.wav	
suborq	3	2	4	r	You said that Dillon would help. But now it turns out that Megan, and Lauren or Morgan would help?	1257	1	4	4	suborq_1257_3_4.wav	
suborq	1	1	2	r	I thought they said Marion, or Sarah and Nolan arrived. But you say that Marion, or Marvin and Nolan arrived?	1257	1	5	5	suborq_1257_1_2.wav	
suborq	2	1	1	l	I thought they said Marion or Marvin, and Sarah arrived. But you say that Marion or Marvin, and Nolan arrived?	1257	1	6	6	suborq_1257_2_1.wav	
suborq	7	4	4	r	He said that Sally was nominated for the prize. But the newspaper says that Marjorie, and Logan or Molly were nominated?	1257	1	7	7	suborq_1257_7_4.wav	
suborq	4	2	3	l	You said that Megan and Lauren, or Dillon would help. But now it turns out that Morgan and Lauren, or Morgan would help?	1257	1	8	8	suborq_1257_4_3.wav	
suborq	7	4	2	r	He said that Marjorie, and Sally or Molly were nominated for the prize. But the newspaper says that Marjorie, and Logan or Molly were nominated?	1257	1	9	9	suborq_1257_7_2.wav	
suborq	1	1	4	r	I thought they said Sarah arrived. But you say that Marion, or Marvin and Nolan arrived?	1257	1	10	10	suborq_1257_1_4.wav	
suborq	8	4	1	l	He said that Marjorie and Logan, or Sally were nominated for the prize. But the newspaper says that  Marjorie and Logan, or Molly were nominated?	1257	1	11	11	suborq_1257_8_1.wav	
suborq	6	3	3	l	She read in the minutes that Jeremy or Benjamin, and Lillian have to go. But it actually says that Marion or Benjamin, and Lillian have to go?	1257	1	12	12	suborq_1257_6_3.wav	
suborq	2	1	3	l	I thought they said Sarah or Marvin, and Nolan arrived. But you say that Marion or Marvin, and Nolan arrived?	1257	1	13	13	suborq_1257_2_3.wav	
suborq	4	2	1	l	You said that Dillon and Lauren, or Morgan would help. But now it turns out that Megan and Lauren, or Morgan would help?	1257	1	14	14	suborq_1257_4_1.wav	
suborq	5	3	4	r	She read in the minutes that Jeremy has to go. But it actually says that Marion, or Benjamin and Lillian have to go?	1257	1	15	15	suborq_1257_5_4.wav	
suborq	3	2	2	r	You said that Megan, and Dillon or Morgan would help. But now it turns out that Megan, and Lauren or Morgan would help?	1257	1	16	16	suborq_1257_3_2.wav	
suborq	8	4	4	l	He said that Sally was nominated for the prize. But the newspaper says that  Marjorie and Logan, or Molly were nominated?	1257	1	17	17	suborq_1257_8_4.wav	
suborq	6	3	2	l	She read in the minutes that Marion or Jeremy, and Lillian have to go. But it actually says that Marion or Benjamin, and Lillian have to go?	1257	1	18	18	suborq_1257_6_2.wav	
suborq	5	3	3	r	She read in the minutes that Jeremy, or Benjamin and Lillian have to go. But it actually says that Marion, or Benjamin and Lillian have to go?	1257	1	19	19	suborq_1257_5_3.wav	
suborq	3	2	1	r	You said that Megan, and Lauren or Dillon would help. But now it turns out that Megan, and Lauren or Morgan would help?	1257	1	20	20	suborq_1257_3_1.wav	
suborq	1	1	3	r	I thought they said Sarah, or Marvin and Nolan arrived. But you say that Marion, or Marvin and Nolan arrived?	1257	1	21	21	suborq_1257_1_3.wav	
suborq	2	1	2	l	I thought they said Marion or Sarah, and Nolan arrived. But you say that Marion or Marvin, and Nolan arrived?	1257	1	22	22	suborq_1257_2_2.wav	
suborq	4	2	4	l	You said that Dillon would help. But now it turns out that Megan and Lauren, or Morgan would help?	1257	1	23	23	suborq_1257_4_4.wav	
suborq	7	4	1	r	He said that Marjorie, and Logan or Sally were nominated for the prize. But the newspaper says that Marjorie, and Logan or Molly were nominated?	1257	1	24	24	suborq_1257_7_1.wav	
suborq	8	4	2	l	He said that Marjorie and Sally, or Molly were nominated for the prize. But the newspaper says that  Marjorie and Logan, or Molly were nominated?	1257	1	25	25	suborq_1257_8_2.wav	
suborq	7	4	3	r	He said that Sally, and Logan or Molly were nominated for the prize. But the newspaper says that Marjorie, and Logan or Molly were nominated?	1257	1	26	26	suborq_1257_7_3.wav	
suborq	6	3	4	l	She read in the minutes that Jeremy has to go. But it actually says that Marion or Benjamin, and Lillian have to go?	1257	1	27	27	suborq_1257_6_4.wav	
suborq	1	1	1	r	I thought they said Marion, or Marvin and Sarah arrived. But you say that Marion, or Marvin and Nolan arrived?	1257	1	28	28	suborq_1257_1_1.wav	
suborq	4	2	2	l	You said that Megan and Dillon, or Morgan would help.  But now it turns out that Megan and Lauren, or Morgan would help?	1257	1	29	29	suborq_1257_4_2.wav	
suborq	2	1	4	l	I thought they said Sarah arrived. But you say that Marion or Marvin, and Nolan arrived?	1257	1	30	30	suborq_1257_2_4.wav	
suborq	3	2	3	r	You said that Dillon, and Lauren or Morgan would help. But now it turns out that Megan, and Lauren or Morgan would help?	1257	1	31	31	suborq_1257_3_3.wav	
suborq	5	3	1	r	She read in the minutes that Marion, or Benjamin and Jeremy have to go. But it actually says that Marion, or Benjamin and Lillian have to go?	1257	1	32	32	suborq_1257_5_1.wav	
suborq	2	1	2	l	I thought they said Marion or Sarah, and Nolan arrived. But you say that Marion or Marvin, and Nolan arrived?	207	1	1	1	suborq_207_2_2.wav	
suborq	4	2	4	l	You said that Dillon would help. But now it turns out that Megan and Lauren, or Morgan would help?	207	1	2	2	suborq_207_4_4.wav	
suborq	5	3	3	r	She read in the minutes that Jeremy, or Benjamin and Lillian have to go. But it actually says that Marion, or Benjamin and Lillian have to go?	207	1	3	3	suborq_207_5_3.wav	
suborq	3	2	1	r	You said that Megan, and Lauren or Dillon would help. But now it turns out that Megan, and Lauren or Morgan would help?	207	1	4	4	suborq_207_3_1.wav	
suborq	1	1	3	r	I thought they said Sarah, or Marvin and Nolan arrived. But you say that Marion, or Marvin and Nolan arrived?	207	1	5	5	suborq_207_1_3.wav	
suborq	7	4	1	r	He said that Marjorie, and Logan or Sally were nominated for the prize. But the newspaper says that Marjorie, and Logan or Molly were nominated?	207	1	6	6	suborq_207_7_1.wav	
suborq	8	4	4	l	He said that Sally was nominated for the prize. But the newspaper says that  Marjorie and Logan, or Molly were nominated?	207	1	7	7	suborq_207_8_4.wav	
suborq	6	3	2	l	She read in the minutes that Marion or Jeremy, and Lillian have to go. But it actually says that Marion or Benjamin, and Lillian have to go?	207	1	8	8	suborq_207_6_2.wav	
suborq	2	1	3	l	I thought they said Sarah or Marvin, and Nolan arrived. But you say that Marion or Marvin, and Nolan arrived?	207	1	9	9	suborq_207_2_3.wav	
suborq	3	2	2	r	You said that Megan, and Dillon or Morgan would help. But now it turns out that Megan, and Lauren or Morgan would help?	207	1	10	10	suborq_207_3_2.wav	
suborq	4	2	1	l	You said that Dillon and Lauren, or Morgan would help. But now it turns out that Megan and Lauren, or Morgan would help?	207	1	11	11	suborq_207_4_1.wav	
suborq	5	3	4	r	She read in the minutes that Jeremy has to go. But it actually says that Marion, or Benjamin and Lillian have to go?	207	1	12	12	suborq_207_5_4.wav	
suborq	7	4	2	r	He said that Marjorie, and Sally or Molly were nominated for the prize. But the newspaper says that Marjorie, and Logan or Molly were nominated?	207	1	13	13	suborq_207_7_2.wav	
suborq	6	3	3	l	She read in the minutes that Jeremy or Benjamin, and Lillian have to go. But it actually says that Marion or Benjamin, and Lillian have to go?	207	1	14	14	suborq_207_6_3.wav	
suborq	8	4	1	l	He said that Marjorie and Logan, or Sally were nominated for the prize. But the newspaper says that  Marjorie and Logan, or Molly were nominated?	207	1	15	15	suborq_207_8_1.wav	
suborq	1	1	4	r	I thought they said Sarah arrived. But you say that Marion, or Marvin and Nolan arrived?	207	1	16	16	suborq_207_1_4.wav	
suborq	5	3	1	r	She read in the minutes that Marion, or Benjamin and Jeremy have to go. But it actually says that Marion, or Benjamin and Lillian have to go?	207	1	17	17	suborq_207_5_1.wav	
suborq	3	2	3	r	You said that Dillon, and Lauren or Morgan would help. But now it turns out that Megan, and Lauren or Morgan would help?	207	1	18	18	suborq_207_3_3.wav	
suborq	2	1	4	l	I thought they said Sarah arrived. But you say that Marion or Marvin, and Nolan arrived?	207	1	19	19	suborq_207_2_4.wav	
suborq	4	2	2	l	You said that Megan and Dillon, or Morgan would help.  But now it turns out that Megan and Lauren, or Morgan would help?	207	1	20	20	suborq_207_4_2.wav	
suborq	6	3	4	l	She read in the minutes that Jeremy has to go. But it actually says that Marion or Benjamin, and Lillian have to go?	207	1	21	21	suborq_207_6_4.wav	
suborq	7	4	3	r	He said that Sally, and Logan or Molly were nominated for the prize. But the newspaper says that Marjorie, and Logan or Molly were nominated?	207	1	22	22	suborq_207_7_3.wav	
suborq	8	4	2	l	He said that Marjorie and Sally, or Molly were nominated for the prize. But the newspaper says that  Marjorie and Logan, or Molly were nominated?	207	1	23	23	suborq_207_8_2.wav	
suborq	1	1	1	r	I thought they said Marion, or Marvin and Sarah arrived. But you say that Marion, or Marvin and Nolan arrived?	207	1	24	24	suborq_207_1_1.wav	
suborq	3	2	4	r	You said that Dillon would help. But now it turns out that Megan, and Lauren or Morgan would help?	207	1	25	25	suborq_207_3_4.wav	
suborq	2	1	1	l	I thought they said Marion or Marvin, and Sarah arrived. But you say that Marion or Marvin, and Nolan arrived?	207	1	26	26	suborq_207_2_1.wav	
suborq	5	3	2	r	She read in the minutes that Marion, or Jeremy and Lillian have to go. But it actually says that Marion, or Benjamin and Lillian have to go?	207	1	27	27	suborq_207_5_2.wav	
suborq	4	2	3	l	You said that Megan and Lauren, or Dillon would help. But now it turns out that Morgan and Lauren, or Morgan would help?	207	1	28	28	suborq_207_4_3.wav	
suborq	7	4	4	r	He said that Sally was nominated for the prize. But the newspaper says that Marjorie, and Logan or Molly were nominated?	207	1	29	29	suborq_207_7_4.wav	
suborq	6	3	1	l	She read in the minutes that Marion or Benjamin, and Jeremy have to go. But it actually says that Marion or Benjamin, and Lillian have to go?	207	1	30	30	suborq_207_6_1.wav	
suborq	8	4	3	l	He said that Sally and Logan, or Molly were nominated for the prize. But the newspaper says that  Marjorie and Logan, or Molly were nominated?	207	1	31	31	suborq_207_8_3.wav	
suborq	1	1	2	r	I thought they said Marion, or Sarah and Nolan arrived. But you say that Marion, or Marvin and Nolan arrived?	207	1	32	32	suborq_207_1_2.wav	
suborq	7	4	2	r	He said that Marjorie, and Sally or Molly were nominated for the prize. But the newspaper says that Marjorie, and Logan or Molly were nominated?	28	1	1	1	suborq_28_7_2.wav	
suborq	2	1	3	l	I thought they said Sarah or Marvin, and Nolan arrived. But you say that Marion or Marvin, and Nolan arrived?	28	1	2	2	suborq_28_2_3.wav	
suborq	1	1	4	r	I thought they said Sarah arrived. But you say that Marion, or Marvin and Nolan arrived?	28	1	3	3	suborq_28_1_4.wav	
suborq	4	2	1	l	You said that Dillon and Lauren, or Morgan would help. But now it turns out that Megan and Lauren, or Morgan would help?	28	1	4	4	suborq_28_4_1.wav	
suborq	8	4	1	l	He said that Marjorie and Logan, or Sally were nominated for the prize. But the newspaper says that  Marjorie and Logan, or Molly were nominated?	28	1	5	5	suborq_28_8_1.wav	
suborq	5	3	4	r	She read in the minutes that Jeremy has to go. But it actually says that Marion, or Benjamin and Lillian have to go?	28	1	6	6	suborq_28_5_4.wav	
suborq	6	3	3	l	She read in the minutes that Jeremy or Benjamin, and Lillian have to go. But it actually says that Marion or Benjamin, and Lillian have to go?	28	1	7	7	suborq_28_6_3.wav	
suborq	3	2	2	r	You said that Megan, and Dillon or Morgan would help. But now it turns out that Megan, and Lauren or Morgan would help?	28	1	8	8	suborq_28_3_2.wav	
suborq	7	4	1	r	He said that Marjorie, and Logan or Sally were nominated for the prize. But the newspaper says that Marjorie, and Logan or Molly were nominated?	28	1	9	9	suborq_28_7_1.wav	
suborq	2	1	2	l	I thought they said Marion or Sarah, and Nolan arrived. But you say that Marion or Marvin, and Nolan arrived?	28	1	10	10	suborq_28_2_2.wav	
suborq	4	2	4	l	You said that Dillon would help. But now it turns out that Megan and Lauren, or Morgan would help?	28	1	11	11	suborq_28_4_4.wav	
suborq	1	1	3	r	I thought they said Sarah, or Marvin and Nolan arrived. But you say that Marion, or Marvin and Nolan arrived?	28	1	12	12	suborq_28_1_3.wav	
suborq	8	4	4	l	He said that Sally was nominated for the prize. But the newspaper says that  Marjorie and Logan, or Molly were nominated?	28	1	13	13	suborq_28_8_4.wav	
suborq	6	3	2	l	She read in the minutes that Marion or Jeremy, and Lillian have to go. But it actually says that Marion or Benjamin, and Lillian have to go?	28	1	14	14	suborq_28_6_2.wav	
suborq	3	2	1	r	You said that Megan, and Lauren or Dillon would help. But now it turns out that Megan, and Lauren or Morgan would help?	28	1	15	15	suborq_28_3_1.wav	
suborq	5	3	3	r	She read in the minutes that Jeremy, or Benjamin and Lillian have to go. But it actually says that Marion, or Benjamin and Lillian have to go?	28	1	16	16	suborq_28_5_3.wav	
suborq	2	1	1	l	I thought they said Marion or Marvin, and Sarah arrived. But you say that Marion or Marvin, and Nolan arrived?	28	1	17	17	suborq_28_2_1.wav	
suborq	4	2	3	l	You said that Megan and Lauren, or Dillon would help. But now it turns out that Morgan and Lauren, or Morgan would help?	28	1	18	18	suborq_28_4_3.wav	
suborq	7	4	4	r	He said that Sally was nominated for the prize. But the newspaper says that Marjorie, and Logan or Molly were nominated?	28	1	19	19	suborq_28_7_4.wav	
suborq	1	1	2	r	I thought they said Marion, or Sarah and Nolan arrived. But you say that Marion, or Marvin and Nolan arrived?	28	1	20	20	suborq_28_1_2.wav	
suborq	5	3	2	r	She read in the minutes that Marion, or Jeremy and Lillian have to go. But it actually says that Marion, or Benjamin and Lillian have to go?	28	1	21	21	suborq_28_5_2.wav	
suborq	3	2	4	r	You said that Dillon would help. But now it turns out that Megan, and Lauren or Morgan would help?	28	1	22	22	suborq_28_3_4.wav	
suborq	6	3	1	l	She read in the minutes that Marion or Benjamin, and Jeremy have to go. But it actually says that Marion or Benjamin, and Lillian have to go?	28	1	23	23	suborq_28_6_1.wav	
suborq	8	4	3	l	He said that Sally and Logan, or Molly were nominated for the prize. But the newspaper says that  Marjorie and Logan, or Molly were nominated?	28	1	24	24	suborq_28_8_3.wav	
suborq	4	2	2	l	You said that Megan and Dillon, or Morgan would help.  But now it turns out that Megan and Lauren, or Morgan would help?	28	1	25	25	suborq_28_4_2.wav	
suborq	2	1	4	l	I thought they said Sarah arrived. But you say that Marion or Marvin, and Nolan arrived?	28	1	26	26	suborq_28_2_4.wav	
suborq	3	2	3	r	You said that Dillon, and Lauren or Morgan would help. But now it turns out that Megan, and Lauren or Morgan would help?	28	1	27	27	suborq_28_3_3.wav	
suborq	5	3	1	r	She read in the minutes that Marion, or Benjamin and Jeremy have to go. But it actually says that Marion, or Benjamin and Lillian have to go?	28	1	28	28	suborq_28_5_1.wav	
suborq	6	3	4	l	She read in the minutes that Jeremy has to go. But it actually says that Marion or Benjamin, and Lillian have to go?	28	1	29	29	suborq_28_6_4.wav	
suborq	8	4	2	l	He said that Marjorie and Sally, or Molly were nominated for the prize. But the newspaper says that  Marjorie and Logan, or Molly were nominated?	28	1	30	30	suborq_28_8_2.wav	
suborq	7	4	3	r	He said that Sally, and Logan or Molly were nominated for the prize. But the newspaper says that Marjorie, and Logan or Molly were nominated?	28	1	31	31	suborq_28_7_3.wav	
suborq	1	1	1	r	I thought they said Marion, or Marvin and Sarah arrived. But you say that Marion, or Marvin and Nolan arrived?	28	1	32	32	suborq_28_1_1.wav	
suborq	6	3	4	l	She read in the minutes that Jeremy has to go. But it actually says that Marion or Benjamin, and Lillian have to go?	1258	1	1	1	suborq_1258_6_4.wav	
suborq	1	1	1	r	I thought they said Marion, or Marvin and Sarah arrived. But you say that Marion, or Marvin and Nolan arrived?	1258	1	2	2	suborq_1258_1_1.wav	
suborq	7	4	3	r	He said that Sally, and Logan or Molly were nominated for the prize. But the newspaper says that Marjorie, and Logan or Molly were nominated?	1258	1	3	3	suborq_1258_7_3.wav	
suborq	8	4	2	l	He said that Marjorie and Sally, or Molly were nominated for the prize. But the newspaper says that  Marjorie and Logan, or Molly were nominated?	1258	1	4	4	suborq_1258_8_2.wav	
suborq	3	2	3	r	You said that Dillon, and Lauren or Morgan would help. But now it turns out that Megan, and Lauren or Morgan would help?	1258	1	5	5	suborq_1258_3_3.wav	
suborq	4	2	2	l	You said that Megan and Dillon, or Morgan would help.  But now it turns out that Megan and Lauren, or Morgan would help?	1258	1	6	6	suborq_1258_4_2.wav	
suborq	2	1	4	l	I thought they said Sarah arrived. But you say that Marion or Marvin, and Nolan arrived?	1258	1	7	7	suborq_1258_2_4.wav	
suborq	5	3	1	r	She read in the minutes that Marion, or Benjamin and Jeremy have to go. But it actually says that Marion, or Benjamin and Lillian have to go?	1258	1	8	8	suborq_1258_5_1.wav	
suborq	8	4	3	l	He said that Sally and Logan, or Molly were nominated for the prize. But the newspaper says that  Marjorie and Logan, or Molly were nominated?	1258	1	9	9	suborq_1258_8_3.wav	
suborq	5	3	2	r	She read in the minutes that Marion, or Jeremy and Lillian have to go. But it actually says that Marion, or Benjamin and Lillian have to go?	1258	1	10	10	suborq_1258_5_2.wav	
suborq	6	3	1	l	She read in the minutes that Marion or Benjamin, and Jeremy have to go. But it actually says that Marion or Benjamin, and Lillian have to go?	1258	1	11	11	suborq_1258_6_1.wav	
suborq	3	2	4	r	You said that Dillon would help. But now it turns out that Megan, and Lauren or Morgan would help?	1258	1	12	12	suborq_1258_3_4.wav	
suborq	7	4	4	r	He said that Sally was nominated for the prize. But the newspaper says that Marjorie, and Logan or Molly were nominated?	1258	1	13	13	suborq_1258_7_4.wav	
suborq	2	1	1	l	I thought they said Marion or Marvin, and Sarah arrived. But you say that Marion or Marvin, and Nolan arrived?	1258	1	14	14	suborq_1258_2_1.wav	
suborq	1	1	2	r	I thought they said Marion, or Sarah and Nolan arrived. But you say that Marion, or Marvin and Nolan arrived?	1258	1	15	15	suborq_1258_1_2.wav	
suborq	4	2	3	l	You said that Megan and Lauren, or Dillon would help. But now it turns out that Morgan and Lauren, or Morgan would help?	1258	1	16	16	suborq_1258_4_3.wav	
suborq	6	3	3	l	She read in the minutes that Jeremy or Benjamin, and Lillian have to go. But it actually says that Marion or Benjamin, and Lillian have to go?	1258	1	17	17	suborq_1258_6_3.wav	
suborq	5	3	4	r	She read in the minutes that Jeremy has to go. But it actually says that Marion, or Benjamin and Lillian have to go?	1258	1	18	18	suborq_1258_5_4.wav	
suborq	3	2	2	r	You said that Megan, and Dillon or Morgan would help. But now it turns out that Megan, and Lauren or Morgan would help?	1258	1	19	19	suborq_1258_3_2.wav	
suborq	8	4	1	l	He said that Marjorie and Logan, or Sally were nominated for the prize. But the newspaper says that  Marjorie and Logan, or Molly were nominated?	1258	1	20	20	suborq_1258_8_1.wav	
suborq	1	1	4	r	I thought they said Sarah arrived. But you say that Marion, or Marvin and Nolan arrived?	1258	1	21	21	suborq_1258_1_4.wav	
suborq	2	1	3	l	I thought they said Sarah or Marvin, and Nolan arrived. But you say that Marion or Marvin, and Nolan arrived?	1258	1	22	22	suborq_1258_2_3.wav	
suborq	7	4	2	r	He said that Marjorie, and Sally or Molly were nominated for the prize. But the newspaper says that Marjorie, and Logan or Molly were nominated?	1258	1	23	23	suborq_1258_7_2.wav	
suborq	4	2	1	l	You said that Dillon and Lauren, or Morgan would help. But now it turns out that Megan and Lauren, or Morgan would help?	1258	1	24	24	suborq_1258_4_1.wav	
suborq	6	3	2	l	She read in the minutes that Marion or Jeremy, and Lillian have to go. But it actually says that Marion or Benjamin, and Lillian have to go?	1258	1	25	25	suborq_1258_6_2.wav	
suborq	3	2	1	r	You said that Megan, and Lauren or Dillon would help. But now it turns out that Megan, and Lauren or Morgan would help?	1258	1	26	26	suborq_1258_3_1.wav	
suborq	8	4	4	l	He said that Sally was nominated for the prize. But the newspaper says that  Marjorie and Logan, or Molly were nominated?	1258	1	27	27	suborq_1258_8_4.wav	
suborq	5	3	3	r	She read in the minutes that Jeremy, or Benjamin and Lillian have to go. But it actually says that Marion, or Benjamin and Lillian have to go?	1258	1	28	28	suborq_1258_5_3.wav	
suborq	4	2	4	l	You said that Dillon would help. But now it turns out that Megan and Lauren, or Morgan would help?	1258	1	29	29	suborq_1258_4_4.wav	
suborq	7	4	1	r	He said that Marjorie, and Logan or Sally were nominated for the prize. But the newspaper says that Marjorie, and Logan or Molly were nominated?	1258	1	30	30	suborq_1258_7_1.wav	
suborq	2	1	2	l	I thought they said Marion or Sarah, and Nolan arrived. But you say that Marion or Marvin, and Nolan arrived?	1258	1	31	31	suborq_1258_2_2.wav	
suborq	1	1	3	r	I thought they said Sarah, or Marvin and Nolan arrived. But you say that Marion, or Marvin and Nolan arrived?	1258	1	32	32	suborq_1258_1_3.wav	
suborq	6	3	2	l	She read in the minutes that Marion or Jeremy, and Lillian have to go. But it actually says that Marion or Benjamin, and Lillian have to go?	1259	1	1	1	suborq_1259_6_2.wav	
suborq	8	4	4	l	He said that Sally was nominated for the prize. But the newspaper says that  Marjorie and Logan, or Molly were nominated?	1259	1	2	2	suborq_1259_8_4.wav	
suborq	3	2	1	r	You said that Megan, and Lauren or Dillon would help. But now it turns out that Megan, and Lauren or Morgan would help?	1259	1	3	3	suborq_1259_3_1.wav	
suborq	5	3	3	r	She read in the minutes that Jeremy, or Benjamin and Lillian have to go. But it actually says that Marion, or Benjamin and Lillian have to go?	1259	1	4	4	suborq_1259_5_3.wav	
suborq	2	1	2	l	I thought they said Marion or Sarah, and Nolan arrived. But you say that Marion or Marvin, and Nolan arrived?	1259	1	5	5	suborq_1259_2_2.wav	
suborq	7	4	1	r	He said that Marjorie, and Logan or Sally were nominated for the prize. But the newspaper says that Marjorie, and Logan or Molly were nominated?	1259	1	6	6	suborq_1259_7_1.wav	
suborq	1	1	3	r	I thought they said Sarah, or Marvin and Nolan arrived. But you say that Marion, or Marvin and Nolan arrived?	1259	1	7	7	suborq_1259_1_3.wav	
suborq	4	2	4	l	You said that Dillon would help. But now it turns out that Megan and Lauren, or Morgan would help?	1259	1	8	8	suborq_1259_4_4.wav	
suborq	3	2	4	r	You said that Dillon would help. But now it turns out that Megan, and Lauren or Morgan would help?	1259	1	9	9	suborq_1259_3_4.wav	
suborq	5	3	2	r	She read in the minutes that Marion, or Jeremy and Lillian have to go. But it actually says that Marion, or Benjamin and Lillian have to go?	1259	1	10	10	suborq_1259_5_2.wav	
suborq	6	3	1	l	She read in the minutes that Marion or Benjamin, and Jeremy have to go. But it actually says that Marion or Benjamin, and Lillian have to go?	1259	1	11	11	suborq_1259_6_1.wav	
